;v_x;v_y;dpsi;INS_Lat;INS_Long;Inv_Path_Radius;Steering_Angle;a_x;a_y;a_z
0 days 00:01:42.291438280;16.45625;-0.1086111111111111;-0.2567815661996657;52.64991334166666;9.752943125;-0.015700000000000002;-0.056369417733330374;-0.6739470000000002;-4.705748;9.495317
0 days 00:01:42.301438280;16.45138888888889;-0.10986111111111112;-0.2560107124467016;52.64991284166666;9.752945408333334;-0.015683333333333337;-0.056369417733330374;-0.5584070000000001;-4.49516;9.40234
0 days 00:01:42.311438280;16.449861111111108;-0.10652777777777778;-0.2555598357232697;52.649912349999994;9.752947708333332;-0.015608333333333335;-0.056369417733330374;-0.30062200000000006;-4.583668000000001;9.821336
0 days 00:01:42.321438280;16.44625;-0.1086111111111111;-0.2544980937616398;52.649911925;9.752949999999998;-0.015600000000000001;-0.056369417733330374;-0.733897;-4.680351000000001;9.709066000000002
0 days 00:01:42.331438280;16.44152777777778;-0.11;-0.2544399161199067;52.64991143333333;9.752952225;-0.015600000000000001;-0.056369417733330374;-0.37648600000000004;-4.637841000000001;9.551452000000001
0 days 00:01:42.341438280;16.443333333333335;-0.11;-0.25427992760514057;52.649910858333335;9.752954508333334;-0.015583333333333333;-0.056369417733330374;-0.3909830000000001;-4.560342;9.775556000000002
0 days 00:01:42.351438280;16.43777777777778;-0.11;-0.25347998503130975;52.64991034166666;9.7529568;-0.015508333333333332;-0.056369417733330374;-0.7535170000000001;-4.632827000000001;9.548399999999999
0 days 00:01:42.361438280;16.435;-0.11;-0.25292729743484493;52.64990984166666;9.752959025;-0.0155;-0.056369417733330374;-0.31773500000000005;-4.601108;9.553959
0 days 00:01:42.371438280;16.434861111111108;-0.1101388888888889;-0.2524327874801132;52.649909341666664;9.752961308333333;-0.015483333333333333;-0.056369417733330374;-0.388803;-4.593805000000001;9.801934
0 days 00:01:42.381438280;16.43125;-0.11347222222222224;-0.2517346557793154;52.649908841666665;9.7529636;-0.015408333333333335;-0.05643820886375809;-0.768995;-4.687327000000001;9.735989
0 days 00:01:42.391438280;16.42638888888889;-0.11138888888888888;-0.2514001343393499;52.649908341666666;9.752965824999999;-0.015400000000000002;-0.05648734538549215;-0.5099020000000001;-4.550096;9.771523000000002
0 days 00:01:42.401438280;16.424861111111113;-0.1101388888888889;-0.2511383349515507;52.64990784166667;9.752968099999999;-0.015400000000000002;-0.05655613651591985;-0.491917;-4.65648;9.925976
0 days 00:01:42.411438280;16.421388888888888;-0.11361111111111111;-0.25055655853421926;52.649907333333324;9.752970325;-0.015400000000000002;-0.056605273037653926;-0.6859370000000001;-4.680242000000001;9.587204000000002
0 days 00:01:42.421438280;16.42;-0.115;-0.2506729138176856;52.64990675833334;9.7529726;-0.015400000000000002;-0.056605273037653926;-0.308143;-4.5498780000000005;9.434495
0 days 00:01:42.431438280;16.419583333333335;-0.115;-0.2502511259151203;52.649906233333326;9.752974816666667;-0.015383333333333334;-0.056674064168081635;-0.430332;-4.576474;9.796375000000001
