;v_x;v_y;dpsi;INS_Lat;INS_Long;Inv_Path_Radius;Steering_Angle;a_x;a_y;a_z
0 days 00:00:00.030093750;12.805;0.03;0.0027925268031909274;52.6488459;9.752904599999999;0.0002;0.0012972041737795692;0.22759200000000002;-0.180504;9.719748000000001
0 days 00:00:00.040093750;12.806000000000001;0.03;0.0027576202181510408;52.64884589999999;9.752904599999999;0.0002;0.0012972041737795692;0.22327560000000005;-0.17331000000000002;9.723410400000002
0 days 00:00:00.050093750;12.811250000000001;0.03;0.002472549773658634;52.64884570555555;9.752904183333333;0.0002;0.0012972041737795692;0.12611300000000003;-0.029429999999999998;9.793977
0 days 00:00:00.060093750;12.819166666666668;0.03;0.0021525727441263397;52.64884502499999;9.752902697222222;0.0002;0.0012972041737795692;-0.09755500000000003;-0.086873;9.699583
0 days 00:00:00.070093750;12.821190476190477;0.03;0.0021193283774216857;52.648844266666664;9.752901002380952;0.0002;0.0012972041737795692;0.09296142857142857;-0.06913714285714286;9.739741714285715
0 days 00:00:00.080093750;12.824833333333334;0.03;0.0022514747350726853;52.64884356666666;9.7528995;0.0002;0.0012972041737795692;-0.0860664;-0.0566364;9.839691599999998
0 days 00:00:00.090093750;12.825000000000001;0.03;0.0022543836171593427;52.64884295277778;9.752898097222221;0.0002;0.0012972041737795692;-0.223232;-0.12371500000000002;9.714625000000002
0 days 00:00:00.100093750;12.825833333333335;0.029166666666666664;0.002138028333693054;52.64884232222223;9.752896527777777;0.0002;0.0012972041737795692;0.066381;-0.098318;9.701327000000003
0 days 00:00:00.110093750;12.829642857142858;0.02535714285714286;0.0023437278526780994;52.64884156666666;9.752894864285713;0.0002;0.0012382403476986796;-0.001961999999999998;-0.0540017142857143;9.860825142857145
0 days 00:00:00.120093750;12.830000000000002;0.025;0.002949606435870417;52.64884086666666;9.7528933;0.0002;0.0011792765216177901;-0.22746120000000003;-0.04538759999999999;9.8187636
0 days 00:00:00.130093750;12.831190476190475;0.025;0.003465725228960169;52.648840166666666;9.752891799999999;0.0002642857142857143;0.0011792765216177901;0.009155999999999997;-0.13631228571428575;9.904362857142857
0 days 00:00:00.140093750;12.834861111111111;0.025000000000000005;0.004014257279586957;52.64883945;9.752890133333333;0.00030277777777777784;0.0011792765216177901;0.011118000000000003;-0.08534700000000002;9.792996
0 days 00:00:00.150093750;12.834;0.025;0.00476474885794452;52.648838866666665;9.7528887;0.0003666666666666667;0.0011792765216177901;-0.029822400000000002;-0.047742;9.460764000000001
